date,slot,action,battery_level_kWh,JEPX_prediction,JEPX_actual,EPRX1_prediction,EPRX1_actual,EPRX3_prediction,EPRX3_actual,imbalance,JEPX_PnL,EPRX1_PnL,EPRX3_PnL,Wheeling_charges,Total_Daily_PnL
2023/12/23,23,idle,0.0,7.71,9.78,0,0,0,0,9.78,0.0,0.0,0.0,0.0,0.0
2023/12/23,24,charge,1000.0,6.52,7.65,0,0,0,0,7.65,-7886.597938144331,0.0,0.0,0.0,-7886.597938144331
2023/12/23,25,charge,2000.0,3.61,8.94,0,0,0,0,8.94,-9216.494845360825,0.0,0.0,0.0,-9216.494845360825
2023/12/23,26,charge,3000.0,5.45,8.9,0,0,0,0,8.9,-9175.257731958764,0.0,0.0,0.0,-9175.257731958764
2023/12/23,27,charge,4000.0,4.99,8.94,0,0,0,0,8.94,-9216.494845360825,0.0,0.0,0.0,-9216.494845360825
2023/12/23,28,charge,5000.0,2.67,8.0,0,0,0,0,8.0,-8247.422680412372,0.0,0.0,0.0,-8247.422680412372
2023/12/23,29,charge,6000.0,7.12,9.78,0,0,0,0,9.78,-10082.474226804125,0.0,0.0,0.0,-10082.474226804125
2023/12/23,30,charge,7000.0,6.98,10.28,0,0,0,0,10.28,-10597.938144329897,0.0,0.0,0.0,-10597.938144329897
2023/12/23,31,idle,7000.0,8.0,10.28,0,0,0,0,10.28,0.0,0.0,0.0,0.0,0.0
2023/12/23,32,idle,7000.0,8.96,11.0,0,0,0,0,11.0,0.0,0.0,0.0,0.0,0.0
2023/12/23,33,idle,7000.0,8.2,11.37,0,0,0,0,11.37,0.0,0.0,0.0,0.0,0.0
2023/12/23,34,idle,7000.0,9.76,12.53,0,0,0,0,12.53,0.0,0.0,0.0,0.0,0.0
2023/12/23,35,idle,7000.0,11.56,13.79,0,0,0,0,13.79,0.0,0.0,0.0,0.0,0.0
2023/12/23,36,discharge,6000.0,12.71,15.66,0,0,0,0,15.66,14877.0,0.0,0.0,0.0,14877.0
2023/12/23,37,discharge,5000.0,12.84,15.42,0,0,0,0,15.42,14649.0,0.0,0.0,0.0,14649.0
2023/12/23,38,discharge,4000.0,13.36,15.42,0,0,0,0,15.42,14649.0,0.0,0.0,0.0,14649.0
2023/12/23,39,idle,4000.0,11.93,14.31,0,0,0,0,14.31,0.0,0.0,0.0,0.0,0.0
2023/12/23,40,discharge,3000.0,13.55,13.73,0,0,0,0,13.73,13043.5,0.0,0.0,0.0,13043.5
2023/12/23,41,discharge,2000.0,12.72,13.79,0,0,0,0,13.79,13100.5,0.0,0.0,0.0,13100.5
2023/12/23,42,discharge,1000.0,12.79,13.05,0,0,0,0,13.05,12397.5,0.0,0.0,0.0,12397.5
2023/12/23,43,discharge,0.0,11.98,12.83,0,0,0,0,12.83,12188.5,0.0,0.0,0.0,12188.5
2023/12/23,44,idle,0.0,11.2,12.71,0,0,0,0,12.71,0.0,0.0,0.0,0.0,0.0
2023/12/23,45,idle,0.0,11.05,11.63,0,0,0,0,11.63,0.0,0.0,0.0,0.0,0.0
2023/12/23,46,idle,0.0,9.88,11.18,0,0,0,0,11.18,0.0,0.0,0.0,0.0,0.0
2023/12/23,47,idle,0.0,9.71,11.18,0,0,0,0,11.18,0.0,0.0,0.0,0.0,0.0
2023/12/23,48,idle,0.0,9.74,11.06,0,0,0,0,11.06,0.0,0.0,0.0,0.0,0.0
2023/12/24,1,idle,0.0,9.82,11.44,0,0,0,0,11.44,0.0,0.0,0.0,0.0,0.0
2023/12/24,2,idle,0.0,10.62,11.0,0,0,0,0,11.0,0.0,0.0,0.0,0.0,0.0
2023/12/24,3,idle,0.0,11.15,10.94,0,0,0,0,10.94,0.0,0.0,0.0,0.0,0.0
2023/12/24,4,idle,0.0,12.04,10.84,0,0,0,0,10.84,0.0,0.0,0.0,0.0,0.0
2023/12/24,5,idle,0.0,12.12,10.77,0,0,0,0,10.77,0.0,0.0,0.0,0.0,0.0
2023/12/24,6,idle,0.0,12.96,10.8,0,0,0,0,10.8,0.0,0.0,0.0,0.0,0.0
2023/12/24,7,idle,0.0,13.04,10.8,0,0,0,0,10.8,0.0,0.0,0.0,0.0,0.0
2023/12/24,8,idle,0.0,12.66,10.74,0,0,0,0,10.74,0.0,0.0,0.0,0.0,0.0
2023/12/24,9,idle,0.0,12.63,10.74,0,0,0,0,10.74,0.0,0.0,0.0,0.0,0.0
2023/12/24,10,idle,0.0,12.71,10.8,0,0,0,0,10.8,0.0,0.0,0.0,0.0,0.0
2023/12/24,11,idle,0.0,11.55,10.99,0,0,0,0,10.99,0.0,0.0,0.0,0.0,0.0
2023/12/24,12,idle,0.0,11.2,11.0,0,0,0,0,11.0,0.0,0.0,0.0,0.0,0.0
2023/12/24,13,idle,0.0,6.71,8.12,0,0,0,0,8.12,0.0,0.0,0.0,0.0,0.0
2023/12/24,14,idle,0.0,9.59,8.94,0,0,0,0,8.94,0.0,0.0,0.0,0.0,0.0
2023/12/24,15,idle,0.0,9.7,11.1,0,0,0,0,11.1,0.0,0.0,0.0,0.0,0.0
2023/12/24,16,idle,0.0,9.33,11.21,0,0,0,0,11.21,0.0,0.0,0.0,0.0,0.0
2023/12/24,17,idle,0.0,8.05,10.5,0,0,0,0,10.5,0.0,0.0,0.0,0.0,0.0
2023/12/24,18,idle,0.0,7.81,8.9,0,0,0,0,8.9,0.0,0.0,0.0,0.0,0.0
2023/12/24,19,idle,0.0,7.23,7.5,0,0,0,0,7.5,0.0,0.0,0.0,0.0,0.0
2023/12/24,20,charge,1000.0,3.62,6.0,0,0,0,0,6.0,-6185.567010309279,0.0,0.0,0.0,-6185.567010309279
2023/12/24,21,charge,2000.0,4.44,8.99,0,0,0,0,8.99,-9268.041237113403,0.0,0.0,0.0,-9268.041237113403
2023/12/24,22,idle,2000.0,4.98,8.07,0,0,0,0,8.07,0.0,0.0,0.0,0.0,0.0
2023/12/24,23,idle,2000.0,8.21,7.5,0,0,0,0,7.5,0.0,0.0,0.0,0.0,0.0
2023/12/24,24,idle,2000.0,6.77,7.32,0,0,0,0,7.32,0.0,0.0,0.0,0.0,0.0
2023/12/24,25,charge,3000.0,3.63,5.12,0,0,0,0,5.12,-5278.350515463918,0.0,0.0,0.0,-5278.350515463918
2023/12/24,26,idle,3000.0,7.39,7.32,0,0,0,0,7.32,0.0,0.0,0.0,0.0,0.0
2023/12/24,27,charge,4000.0,3.79,6.79,0,0,0,0,6.79,-7000.000000000001,0.0,0.0,0.0,-7000.000000000001
2023/12/24,28,charge,5000.0,4.78,7.85,0,0,0,0,7.85,-8092.78350515464,0.0,0.0,0.0,-8092.78350515464
2023/12/24,29,idle,5000.0,7.74,7.5,0,0,0,0,7.5,0.0,0.0,0.0,0.0,0.0
2023/12/24,30,charge,6000.0,4.67,5.12,0,0,0,0,5.12,-5278.350515463918,0.0,0.0,0.0,-5278.350515463918
2023/12/24,31,charge,7000.0,3.58,2.12,0,0,0,0,2.12,-2185.5670103092784,0.0,0.0,0.0,-2185.5670103092784
2023/12/24,32,idle,7000.0,7.06,5.0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0
2023/12/24,33,idle,7000.0,8.77,8.51,0,0,0,0,8.51,0.0,0.0,0.0,0.0,0.0
2023/12/24,34,idle,7000.0,10.46,11.59,0,0,0,0,11.59,0.0,0.0,0.0,0.0,0.0
2023/12/24,35,idle,7000.0,10.94,11.92,0,0,0,0,11.92,0.0,0.0,0.0,0.0,0.0
2023/12/24,36,discharge,6000.0,12.23,12.83,0,0,0,0,12.83,12188.5,0.0,0.0,0.0,12188.5
2023/12/24,37,discharge,5000.0,13.29,13.03,0,0,0,0,13.03,12378.5,0.0,0.0,0.0,12378.5
2023/12/24,38,discharge,4000.0,14.35,13.03,0,0,0,0,13.03,12378.5,0.0,0.0,0.0,12378.5
2023/12/24,39,discharge,3000.0,14.71,13.73,0,0,0,0,13.73,13043.5,0.0,0.0,0.0,13043.5
2023/12/24,40,discharge,2000.0,13.54,13.73,0,0,0,0,13.73,13043.5,0.0,0.0,0.0,13043.5
2023/12/24,41,discharge,1000.0,12.74,13.03,0,0,0,0,13.03,12378.5,0.0,0.0,0.0,12378.5
2023/12/24,42,discharge,0.0,12.54,13.0,0,0,0,0,13.0,12350.0,0.0,0.0,0.0,12350.0
2023/12/24,43,idle,0.0,12.01,12.5,0,0,0,0,12.5,0.0,0.0,0.0,0.0,0.0
2023/12/24,44,idle,0.0,11.8,11.94,0,0,0,0,11.94,0.0,0.0,0.0,0.0,0.0
2023/12/24,45,idle,0.0,11.25,11.59,0,0,0,0,11.59,0.0,0.0,0.0,0.0,0.0
2023/12/24,46,idle,0.0,11.11,10.02,0,0,0,0,10.02,0.0,0.0,0.0,0.0,0.0
2023/12/24,47,idle,0.0,9.28,8.94,0,0,0,0,8.94,0.0,0.0,0.0,0.0,0.0
2023/12/24,48,idle,0.0,10.45,10.35,0,0,0,0,10.35,0.0,0.0,0.0,0.0,0.0
2023/12/25,1,idle,0.0,12.02,10.9,0,0,0,0,10.9,0.0,0.0,0.0,0.0,0.0
2023/12/25,2,idle,0.0,11.79,10.58,0,0,0,0,10.58,0.0,0.0,0.0,0.0,0.0
2023/12/25,3,idle,0.0,11.42,10.72,0,0,0,0,10.72,0.0,0.0,0.0,0.0,0.0
2023/12/25,4,idle,0.0,11.46,10.79,0,0,0,0,10.79,0.0,0.0,0.0,0.0,0.0
2023/12/25,5,idle,0.0,10.77,11.0,0,0,0,0,11.0,0.0,0.0,0.0,0.0,0.0
2023/12/25,6,idle,0.0,10.89,11.0,0,0,0,0,11.0,0.0,0.0,0.0,0.0,0.0
2023/12/25,7,idle,0.0,11.15,10.74,0,0,0,0,10.74,0.0,0.0,0.0,0.0,0.0
2023/12/25,8,idle,0.0,10.46,11.0,0,0,0,0,11.0,0.0,0.0,0.0,0.0,0.0
2023/12/25,9,idle,0.0,10.31,11.0,0,0,0,0,11.0,0.0,0.0,0.0,0.0,0.0
2023/12/25,10,idle,0.0,10.14,11.13,0,0,0,0,11.13,0.0,0.0,0.0,0.0,0.0
2023/12/25,11,idle,0.0,10.52,11.69,0,0,0,0,11.69,0.0,0.0,0.0,0.0,0.0
2023/12/25,12,idle,0.0,10.73,11.67,0,0,0,0,11.67,0.0,0.0,0.0,0.0,0.0
2023/12/25,13,idle,0.0,12.09,12.62,0,0,0,0,12.62,0.0,0.0,0.0,0.0,0.0
2023/12/25,14,idle,0.0,12.54,13.73,0,0,0,0,13.73,0.0,0.0,0.0,0.0,0.0
2023/12/25,15,idle,0.0,14.42,13.94,0,0,0,0,13.94,0.0,0.0,0.0,0.0,0.0
2023/12/25,16,idle,0.0,11.94,12.75,0,0,0,0,12.75,0.0,0.0,0.0,0.0,0.0
2023/12/25,17,idle,0.0,9.37,12.0,0,0,0,0,12.0,0.0,0.0,0.0,0.0,0.0
2023/12/25,18,idle,0.0,8.13,10.5,0,0,0,0,10.5,0.0,0.0,0.0,0.0,0.0
2023/12/25,19,charge,1000.0,7.27,5.12,0,0,0,0,5.12,-5278.350515463918,0.0,0.0,0.0,-5278.350515463918
2023/12/25,20,charge,2000.0,5.91,5.0,0,0,0,0,5.0,-5154.639175257733,0.0,0.0,0.0,-5154.639175257733
2023/12/25,21,charge,3000.0,3.08,5.03,0,0,0,0,5.03,-5185.567010309279,0.0,0.0,0.0,-5185.567010309279
2023/12/25,22,charge,4000.0,3.19,5.03,0,0,0,0,5.03,-5185.567010309279,0.0,0.0,0.0,-5185.567010309279
2023/12/25,23,idle,4000.0,7.59,7.5,0,0,0,0,7.5,0.0,0.0,0.0,0.0,0.0
2023/12/25,24,charge,5000.0,5.8,8.0,0,0,0,0,8.0,-8247.422680412372,0.0,0.0,0.0,-8247.422680412372
2023/12/25,25,charge,6000.0,6.91,5.0,0,0,0,0,5.0,-5154.639175257733,0.0,0.0,0.0,-5154.639175257733
2023/12/25,26,charge,7000.0,3.95,5.03,0,0,0,0,5.03,-5185.567010309279,0.0,0.0,0.0,-5185.567010309279
2023/12/25,27,idle,7000.0,8.65,8.94,0,0,0,0,8.94,0.0,0.0,0.0,0.0,0.0
2023/12/25,28,idle,7000.0,9.72,7.85,0,0,0,0,7.85,0.0,0.0,0.0,0.0,0.0
2023/12/25,29,idle,7000.0,8.05,8.49,0,0,0,0,8.49,0.0,0.0,0.0,0.0,0.0
2023/12/25,30,idle,7000.0,10.14,10.15,0,0,0,0,10.15,0.0,0.0,0.0,0.0,0.0
2023/12/25,31,idle,7000.0,9.27,11.0,0,0,0,0,11.0,0.0,0.0,0.0,0.0,0.0
2023/12/25,32,idle,7000.0,10.35,11.94,0,0,0,0,11.94,0.0,0.0,0.0,0.0,0.0
2023/12/25,33,discharge,6000.0,19.06,14.84,0,0,0,0,14.84,14098.0,0.0,0.0,0.0,14098.0
2023/12/25,34,discharge,5000.0,12.92,15.5,0,0,0,0,15.5,14725.0,0.0,0.0,0.0,14725.0
2023/12/25,35,discharge,4000.0,17.19,14.5,0,0,0,0,14.5,13775.0,0.0,0.0,0.0,13775.0
2023/12/25,36,idle,4000.0,11.82,14.12,0,0,0,0,14.12,0.0,0.0,0.0,0.0,0.0
2023/12/25,37,discharge,3000.0,13.1,14.18,0,0,0,0,14.18,13471.0,0.0,0.0,0.0,13471.0
2023/12/25,38,discharge,2000.0,12.93,13.79,0,0,0,0,13.79,13100.5,0.0,0.0,0.0,13100.5
2023/12/25,39,idle,2000.0,12.82,13.0,0,0,0,0,13.0,0.0,0.0,0.0,0.0,0.0
2023/12/25,40,discharge,1000.0,12.85,12.35,0,0,0,0,12.35,11732.5,0.0,0.0,0.0,11732.5
2023/12/25,41,discharge,0.0,13.31,13.94,0,0,0,0,13.94,13243.0,0.0,0.0,0.0,13243.0
2023/12/25,42,idle,0.0,12.77,13.0,0,0,0,0,13.0,0.0,0.0,0.0,0.0,0.0
2023/12/25,43,idle,0.0,12.43,12.36,0,0,0,0,12.36,0.0,0.0,0.0,0.0,0.0
2023/12/25,44,idle,0.0,11.79,12.0,0,0,0,0,12.0,0.0,0.0,0.0,0.0,0.0
2023/12/25,45,idle,0.0,10.85,11.23,0,0,0,0,11.23,0.0,0.0,0.0,0.0,0.0
2023/12/25,46,idle,0.0,9.3,9.23,0,0,0,0,9.23,0.0,0.0,0.0,0.0,0.0
2023/12/25,47,idle,0.0,8.96,8.9,0,0,0,0,8.9,0.0,0.0,0.0,0.0,0.0
2023/12/25,48,idle,0.0,8.75,8.9,0,0,0,0,8.9,0.0,0.0,0.0,0.0,0.0
2023/12/26,1,idle,0.0,9.22,8.34,0,0,0,0,8.34,0.0,0.0,0.0,0.0,0.0
2023/12/26,2,idle,0.0,8.7,8.94,0,0,0,0,8.94,0.0,0.0,0.0,0.0,0.0
2023/12/26,3,idle,0.0,8.65,8.9,0,0,0,0,8.9,0.0,0.0,0.0,0.0,0.0
2023/12/26,4,idle,0.0,7.92,8.94,0,0,0,0,8.94,0.0,0.0,0.0,0.0,0.0
2023/12/26,5,idle,0.0,9.82,10.0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0
2023/12/26,6,idle,0.0,9.23,10.0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0
2023/12/26,7,idle,0.0,9.25,10.0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0
2023/12/26,8,idle,0.0,10.04,10.5,0,0,0,0,10.5,0.0,0.0,0.0,0.0,0.0
2023/12/26,9,idle,0.0,9.9,10.73,0,0,0,0,10.73,0.0,0.0,0.0,0.0,0.0
2023/12/26,10,idle,0.0,9.68,11.0,0,0,0,0,11.0,0.0,0.0,0.0,0.0,0.0
2023/12/26,11,idle,0.0,8.62,11.13,0,0,0,0,11.13,0.0,0.0,0.0,0.0,0.0
2023/12/26,12,idle,0.0,10.51,11.21,0,0,0,0,11.21,0.0,0.0,0.0,0.0,0.0
2023/12/26,13,idle,0.0,12.01,11.94,0,0,0,0,11.94,0.0,0.0,0.0,0.0,0.0
2023/12/26,14,idle,0.0,12.6,13.0,0,0,0,0,13.0,0.0,0.0,0.0,0.0,0.0
2023/12/26,15,idle,0.0,12.42,14.31,0,0,0,0,14.31,0.0,0.0,0.0,0.0,0.0
2023/12/26,16,idle,0.0,13.57,14.19,0,0,0,0,14.19,0.0,0.0,0.0,0.0,0.0
2023/12/26,17,idle,0.0,12.31,12.43,0,0,0,0,12.43,0.0,0.0,0.0,0.0,0.0
2023/12/26,18,idle,0.0,8.82,11.5,0,0,0,0,11.5,0.0,0.0,0.0,0.0,0.0
2023/12/26,19,idle,0.0,10.1,10.5,0,0,0,0,10.5,0.0,0.0,0.0,0.0,0.0
2023/12/26,20,idle,0.0,10.08,10.99,0,0,0,0,10.99,0.0,0.0,0.0,0.0,0.0
2023/12/26,21,charge,1000.0,6.71,5.12,0,0,0,0,5.12,-5278.350515463918,0.0,0.0,0.0,-5278.350515463918
2023/12/26,22,charge,2000.0,5.81,5.28,0,0,0,0,5.28,-5443.298969072166,0.0,0.0,0.0,-5443.298969072166
2023/12/26,23,idle,2000.0,7.32,6.0,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0
2023/12/26,24,idle,2000.0,9.02,7.32,0,0,0,0,7.32,0.0,0.0,0.0,0.0,0.0
2023/12/26,25,charge,3000.0,5.84,5.12,0,0,0,0,5.12,-5278.350515463918,0.0,0.0,0.0,-5278.350515463918
2023/12/26,26,charge,4000.0,6.15,7.0,0,0,0,0,7.0,-7216.494845360825,0.0,0.0,0.0,-7216.494845360825
2023/12/26,27,idle,4000.0,9.09,10.0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0
2023/12/26,28,charge,5000.0,3.02,5.03,0,0,0,0,5.03,-5185.567010309279,0.0,0.0,0.0,-5185.567010309279
2023/12/26,29,charge,6000.0,4.47,5.03,0,0,0,0,5.03,-5185.567010309279,0.0,0.0,0.0,-5185.567010309279
2023/12/26,30,charge,7000.0,5.07,6.0,0,0,0,0,6.0,-6185.567010309279,0.0,0.0,0.0,-6185.567010309279
2023/12/26,31,idle,7000.0,7.1,8.34,0,0,0,0,8.34,0.0,0.0,0.0,0.0,0.0
2023/12/26,32,idle,7000.0,11.49,11.0,0,0,0,0,11.0,0.0,0.0,0.0,0.0,0.0
2023/12/26,33,idle,7000.0,10.57,12.12,0,0,0,0,12.12,0.0,0.0,0.0,0.0,0.0
2023/12/26,34,discharge,6000.0,12.58,13.73,0,0,0,0,13.73,13043.5,0.0,0.0,0.0,13043.5
2023/12/26,35,idle,6000.0,11.38,13.35,0,0,0,0,13.35,0.0,0.0,0.0,0.0,0.0
2023/12/26,36,discharge,5000.0,13.31,12.76,0,0,0,0,12.76,12122.0,0.0,0.0,0.0,12122.0
2023/12/26,37,discharge,4000.0,12.57,12.35,0,0,0,0,12.35,11732.5,0.0,0.0,0.0,11732.5
2023/12/26,38,discharge,3000.0,12.61,12.28,0,0,0,0,12.28,11666.0,0.0,0.0,0.0,11666.0
2023/12/26,39,discharge,2000.0,12.6,12.25,0,0,0,0,12.25,11637.5,0.0,0.0,0.0,11637.5
2023/12/26,40,discharge,1000.0,12.71,12.17,0,0,0,0,12.17,11561.5,0.0,0.0,0.0,11561.5
2023/12/26,41,discharge,0.0,12.31,12.26,0,0,0,0,12.26,11647.0,0.0,0.0,0.0,11647.0
2023/12/26,42,idle,0.0,12.09,11.98,0,0,0,0,11.98,0.0,0.0,0.0,0.0,0.0
2023/12/26,43,idle,0.0,11.8,11.22,0,0,0,0,11.22,0.0,0.0,0.0,0.0,0.0
2023/12/26,44,idle,0.0,12.05,11.1,0,0,0,0,11.1,0.0,0.0,0.0,0.0,0.0
2023/12/26,45,idle,0.0,10.94,10.5,0,0,0,0,10.5,0.0,0.0,0.0,0.0,0.0
2023/12/26,46,idle,0.0,10.4,10.33,0,0,0,0,10.33,0.0,0.0,0.0,0.0,0.0
2023/12/26,47,idle,0.0,10.08,10.27,0,0,0,0,10.27,0.0,0.0,0.0,0.0,0.0
2023/12/26,48,idle,0.0,8.77,9.0,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0
2023/12/27,1,idle,0.0,8.78,8.12,0,0,0,0,8.12,0.0,0.0,0.0,0.0,0.0
2023/12/27,2,idle,0.0,8.74,8.12,0,0,0,0,8.12,0.0,0.0,0.0,0.0,0.0
2023/12/27,3,charge,1000.0,8.02,8.02,0,0,0,0,8.02,-8268.041237113403,0.0,0.0,0.0,-8268.041237113403
2023/12/27,4,idle,1000.0,9.13,8.12,0,0,0,0,8.12,0.0,0.0,0.0,0.0,0.0
2023/12/27,5,charge,2000.0,8.15,8.5,0,0,0,0,8.5,-8762.886597938144,0.0,0.0,0.0,-8762.886597938144
2023/12/27,6,idle,2000.0,8.39,9.0,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0
2023/12/27,7,idle,2000.0,8.63,9.23,0,0,0,0,9.23,0.0,0.0,0.0,0.0,0.0
2023/12/27,8,idle,2000.0,9.83,9.4,0,0,0,0,9.4,0.0,0.0,0.0,0.0,0.0
2023/12/27,9,idle,2000.0,8.67,9.0,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0
2023/12/27,10,idle,2000.0,8.37,8.94,0,0,0,0,8.94,0.0,0.0,0.0,0.0,0.0
2023/12/27,11,idle,2000.0,9.03,8.9,0,0,0,0,8.9,0.0,0.0,0.0,0.0,0.0
2023/12/27,12,idle,2000.0,9.56,9.46,0,0,0,0,9.46,0.0,0.0,0.0,0.0,0.0
2023/12/27,13,idle,2000.0,10.02,11.18,0,0,0,0,11.18,0.0,0.0,0.0,0.0,0.0
2023/12/27,14,idle,2000.0,12.32,11.94,0,0,0,0,11.94,0.0,0.0,0.0,0.0,0.0
2023/12/27,15,discharge,1000.0,14.55,13.94,0,0,0,0,13.94,13243.0,0.0,0.0,0.0,13243.0
2023/12/27,16,discharge,0.0,13.22,13.79,0,0,0,0,13.79,13100.5,0.0,0.0,0.0,13100.5
2023/12/27,17,idle,0.0,11.4,13.6,0,0,0,0,13.6,0.0,0.0,0.0,0.0,0.0
2023/12/27,18,idle,0.0,11.17,12.0,0,0,0,0,12.0,0.0,0.0,0.0,0.0,0.0
2023/12/27,19,idle,0.0,10.37,10.5,0,0,0,0,10.5,0.0,0.0,0.0,0.0,0.0
2023/12/27,20,idle,0.0,8.72,8.9,0,0,0,0,8.9,0.0,0.0,0.0,0.0,0.0
2023/12/27,21,charge,1000.0,7.9,9.79,0,0,0,0,9.79,-10092.783505154639,0.0,0.0,0.0,-10092.783505154639
2023/12/27,22,idle,1000.0,7.98,9.78,0,0,0,0,9.78,0.0,0.0,0.0,0.0,0.0
2023/12/27,23,charge,2000.0,6.13,7.85,0,0,0,0,7.85,-8092.78350515464,0.0,0.0,0.0,-8092.78350515464
2023/12/27,24,idle,2000.0,7.93,9.26,0,0,0,0,9.26,0.0,0.0,0.0,0.0,0.0
2023/12/27,25,charge,3000.0,4.0,5.03,0,0,0,0,5.03,-5185.567010309279,0.0,0.0,0.0,-5185.567010309279
2023/12/27,26,charge,4000.0,5.6,5.12,0,0,0,0,5.12,-5278.350515463918,0.0,0.0,0.0,-5278.350515463918
2023/12/27,27,idle,4000.0,9.06,10.0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0
2023/12/27,28,idle,4000.0,8.32,8.94,0,0,0,0,8.94,0.0,0.0,0.0,0.0,0.0
2023/12/27,29,idle,4000.0,8.29,7.85,0,0,0,0,7.85,0.0,0.0,0.0,0.0,0.0
2023/12/27,30,charge,5000.0,7.77,10.0,0,0,0,0,10.0,-10309.278350515466,0.0,0.0,0.0,-10309.278350515466
2023/12/27,31,idle,5000.0,9.3,10.15,0,0,0,0,10.15,0.0,0.0,0.0,0.0,0.0
2023/12/27,32,discharge,4000.0,13.14,11.23,0,0,0,0,11.23,10668.5,0.0,0.0,0.0,10668.5
2023/12/27,33,idle,4000.0,10.09,12.18,0,0,0,0,12.18,0.0,0.0,0.0,0.0,0.0
2023/12/27,34,discharge,3000.0,13.09,13.94,0,0,0,0,13.94,13243.0,0.0,0.0,0.0,13243.0
2023/12/27,35,idle,3000.0,12.75,13.94,0,0,0,0,13.94,0.0,0.0,0.0,0.0,0.0
2023/12/27,36,idle,3000.0,12.58,13.79,0,0,0,0,13.79,0.0,0.0,0.0,0.0,0.0
2023/12/27,37,discharge,2000.0,13.32,13.79,0,0,0,0,13.79,13100.5,0.0,0.0,0.0,13100.5
2023/12/27,38,discharge,1000.0,13.33,13.73,0,0,0,0,13.73,13043.5,0.0,0.0,0.0,13043.5
2023/12/27,39,idle,1000.0,12.68,13.31,0,0,0,0,13.31,0.0,0.0,0.0,0.0,0.0
2023/12/27,40,idle,1000.0,12.8,13.0,0,0,0,0,13.0,0.0,0.0,0.0,0.0,0.0
2023/12/27,41,idle,1000.0,12.39,13.0,0,0,0,0,13.0,0.0,0.0,0.0,0.0,0.0
2023/12/27,42,discharge,0.0,13.55,13.53,0,0,0,0,13.53,12853.5,0.0,0.0,0.0,12853.5
2023/12/27,43,idle,0.0,12.34,12.35,0,0,0,0,12.35,0.0,0.0,0.0,0.0,0.0
2023/12/27,44,idle,0.0,11.84,11.91,0,0,0,0,11.91,0.0,0.0,0.0,0.0,0.0
2023/12/27,45,idle,0.0,11.14,11.23,0,0,0,0,11.23,0.0,0.0,0.0,0.0,0.0
2023/12/27,46,idle,0.0,10.74,10.86,0,0,0,0,10.86,0.0,0.0,0.0,0.0,0.0
2023/12/27,47,idle,0.0,9.97,10.0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0
2023/12/27,48,idle,0.0,9.01,8.94,0,0,0,0,8.94,0.0,0.0,0.0,0.0,0.0
2023/12/28,1,idle,0.0,9.49,8.94,0,0,0,0,8.94,0.0,0.0,0.0,0.0,0.0
2023/12/28,2,idle,0.0,8.79,8.94,0,0,0,0,8.94,0.0,0.0,0.0,0.0,0.0
2023/12/28,3,idle,0.0,8.92,8.9,0,0,0,0,8.9,0.0,0.0,0.0,0.0,0.0
2023/12/28,4,idle,0.0,8.9,8.9,0,0,0,0,8.9,0.0,0.0,0.0,0.0,0.0
2023/12/28,5,idle,0.0,9.04,8.5,0,0,0,0,8.5,0.0,0.0,0.0,0.0,0.0
2023/12/28,6,idle,0.0,7.55,8.5,0,0,0,0,8.5,0.0,0.0,0.0,0.0,0.0
2023/12/28,7,idle,0.0,8.71,8.94,0,0,0,0,8.94,0.0,0.0,0.0,0.0,0.0
2023/12/28,8,idle,0.0,8.77,8.94,0,0,0,0,8.94,0.0,0.0,0.0,0.0,0.0
2023/12/28,9,idle,0.0,8.73,8.97,0,0,0,0,8.97,0.0,0.0,0.0,0.0,0.0
2023/12/28,10,idle,0.0,8.38,8.94,0,0,0,0,8.94,0.0,0.0,0.0,0.0,0.0
2023/12/28,11,idle,0.0,8.52,9.23,0,0,0,0,9.23,0.0,0.0,0.0,0.0,0.0
2023/12/28,12,idle,0.0,10.82,10.2,0,0,0,0,10.2,0.0,0.0,0.0,0.0,0.0
2023/12/28,13,idle,0.0,10.87,10.74,0,0,0,0,10.74,0.0,0.0,0.0,0.0,0.0
2023/12/28,14,idle,0.0,11.84,12.11,0,0,0,0,12.11,0.0,0.0,0.0,0.0,0.0
2023/12/28,15,idle,0.0,14.51,13.91,0,0,0,0,13.91,0.0,0.0,0.0,0.0,0.0
2023/12/28,16,idle,0.0,12.77,13.0,0,0,0,0,13.0,0.0,0.0,0.0,0.0,0.0
2023/12/28,17,idle,0.0,11.66,11.21,0,0,0,0,11.21,0.0,0.0,0.0,0.0,0.0
2023/12/28,18,idle,0.0,10.27,10.5,0,0,0,0,10.5,0.0,0.0,0.0,0.0,0.0
2023/12/28,19,idle,0.0,5.93,7.85,0,0,0,0,7.85,0.0,0.0,0.0,0.0,0.0
